,Unnamed: 0,Tweet,casefold,Tweet_perbaikan,Tweet_filtered,Tweet_stem
1,2265,"['abis', 'bulutangkis']",abis bulutangkis,"['setelah', 'bulutangkis']","['setelah', 'bulutangkis']","['telah', 'bulutangkis']"
2,308,"['acara', 'sampe', 'nggak', 'henti', 'nang', 'terimakasih', 'kak', 'greysia', 'dedikasi', 'bulutangkis', 'indonesiaterimakasih', 'semangat', 'terimakasih', 'prestasi', 'terimakasihgreysiapolii']",acara sampe nggak henti nang terimakasih kak greysia dedikasi bulutangkis indonesiaterimakasih semangat terimakasih prestasi terimakasihgreysiapolii,"['acara', 'sampai', 'nggak', 'berhenti', 'di', 'terimakasih', 'kak', 'greysia', 'dedikasi', 'bulutangkis', 'indonesiaterimakasih', 'semangat', 'terimakasih', 'prestasi', 'terimakasihgreysiapolii']","['acara', 'sampai', 'nggak', 'berhenti', 'terimakasih', 'kak', 'greysia', 'dedikasi', 'bulutangkis', 'indonesiaterimakasih', 'semangat', 'terimakasih', 'prestasi', 'terimakasihgreysiapolii']","['acara', 'sampai', 'nggak', 'henti', 'terimakasih', 'kak', 'greysia', 'dedikasi', 'bulutangkis', 'indonesiaterimakasih', 'semangat', 'terimakasih', 'prestasi', 'terimakasihgreysiapolii']"
3,25,"['agam', 'prestasi', 'catat', 'greysia', 'polii', 'atlet', 'bulutangkis', 'asi', 'games', 'sea', 'games', 'olimpiade', 'gelar']",agam prestasi catat greysia polii atlet bulutangkis asi games sea games olimpiade gelar,"['agam', 'prestasi', 'catat', 'greysia', 'polii', 'atlet', 'bulutangkis', 'asi', 'games', 'sea', 'games', 'olimpiade', 'gelar']","['agam', 'prestasi', 'catat', 'greysia', 'polii', 'atlet', 'bulutangkis', 'asi', 'games', 'sea', 'games', 'olimpiade', 'gelar']","['agam', 'prestasi', 'catat', 'greysia', 'polii', 'atlet', 'bulutangkis', 'asi', 'games', 'sea', 'games', 'olimpiade', 'gelar']"
4,701,"['aja', 'ga', 'ngerti', 'bulutangkis', 'kaya']",aja ga ngerti bulutangkis kaya,"['saja', 'tidak', 'ngerti', 'bulutangkis', 'kaya']","['saja', 'tidak', 'ngerti', 'bulutangkis', 'kaya']","['saja', 'tidak', 'ngerti', 'bulutangkis', 'kaya']"
5,824,"['ajang', 'kompetisi', 'olahraga', 'gengsi', 'atlet', 'sandang', 'disabilitas', 'tanding', 'cabang', 'olahraga', 'paraatletik', 'pararenang', 'bulutangkis', 'tenis', 'meja', 'catur', 'paraangkat', 'berat', 'boccia', 'blind', 'judo', 'goalball', 'tenis', 'kursi', 'roda']",ajang kompetisi olahraga gengsi atlet sandang disabilitas tanding cabang olahraga paraatletik pararenang bulutangkis tenis meja catur paraangkat berat boccia blind judo goalball tenis kursi roda,"['ajang', 'kompetisi', 'olahraga', 'gengsi', 'atlet', 'sandang', 'disabilitas', 'tanding', 'cabang', 'olahraga', 'paraatletik', 'pararenang', 'bulutangkis', 'tenis', 'meja', 'catur', 'paraangkat', 'berat', 'boccia', 'blind', 'judo', 'goalball', 'tenis', 'kursi', 'roda']","['ajang', 'kompetisi', 'olahraga', 'gengsi', 'atlet', 'sandang', 'disabilitas', 'tanding', 'cabang', 'olahraga', 'paraatletik', 'pararenang', 'bulutangkis', 'tenis', 'meja', 'catur', 'paraangkat', 'berat', 'boccia', 'blind', 'judo', 'goalball', 'tenis', 'kursi', 'roda']","['ajang', 'kompetisi', 'olahraga', 'gengsi', 'atlet', 'sandang', 'disabilitas', 'tanding', 'cabang', 'olahraga', 'paraatletik', 'pararenang', 'bulutangkis', 'tenis', 'meja', 'catur', 'paraangkat', 'berat', 'boccia', 'blind', 'judo', 'goalball', 'tenis', 'kursi', 'roda']"
6,732,"['ajar', 'waelah', 'gk', 'tuh', 'kalo', 'gk', 'support', 'main', 'bulutangkis', 'indo']",ajar waelah gk tuh kalo gk support main bulutangkis indo,"['ajar', 'waelah', 'tidak', 'itu', 'kalau', 'tidak', 'support', 'main', 'bulutangkis', 'indo']","['ajar', 'waelah', 'tidak', 'tidak', 'support', 'main', 'bulutangkis', 'indo']","['ajar', 'waelah', 'tidak', 'tidak', 'support', 'main', 'bulutangkis', 'indo']"
7,2268,"['ak', 'lg', 'nonton', 'bulutangkis']",ak lg nonton bulutangkis,"['aku', 'lg', 'nonton', 'bulutangkis']","['lg', 'nonton', 'bulutangkis']","['lg', 'nonton', 'bulutangkis']"
8,790,"['akku', 'tonton', 'tanding', 'bulutangkis', 'ya', 'stop', 'deh', 'nontonya', 'notifikasi', 'ok']",akku tonton tanding bulutangkis ya stop deh nontonya notifikasi ok,"['akku', 'tonton', 'tanding', 'bulutangkis', 'ya', 'stop', 'deh', 'nontonya', 'notifikasi', 'ok']","['akku', 'tonton', 'tanding', 'bulutangkis', 'ya', 'stop', 'deh', 'nontonya', 'notifikasi', 'ok']","['akku', 'tonton', 'tanding', 'bulutangkis', 'ya', 'stop', 'deh', 'nontonya', 'notifikasi', 'ok']"
9,770,"['aku', 'ginting', 'bikin', 'axelsen', 'raja', 'bulutangkis', 'dunia']",aku ginting bikin axelsen raja bulutangkis dunia,"['aku', 'ginting', 'membuat', 'axelsen', 'raja', 'bulutangkis', 'dunia']","['ginting', 'membuat', 'axelsen', 'raja', 'bulutangkis', 'dunia']","['ginting', 'buat', 'axelsen', 'raja', 'bulutangkis', 'dunia']"
10,2010,"['alas', 'cari', 'cari', 'djarum', 'rokok', 'sponsor', 'bulutangkis', 'puluh', 'olahraga', 'rokok', 'kontradiksi']",alas cari cari djarum rokok sponsor bulutangkis puluh olahraga rokok kontradiksi,"['alas', 'cari', 'cari', 'djarum', 'rokok', 'sponsor', 'bulutangkis', 'puluh', 'olahraga', 'rokok', 'kontradiksi']","['alas', 'cari', 'cari', 'djarum', 'rokok', 'sponsor', 'bulutangkis', 'puluh', 'olahraga', 'rokok', 'kontradiksi']","['alas', 'cari', 'cari', 'djarum', 'rokok', 'sponsor', 'bulutangkis', 'puluh', 'olahraga', 'rokok', 'kontradiksi']"
11,514,"['alat', 'bulutangkis']",alat bulutangkis,"['alat', 'bulutangkis']","['alat', 'bulutangkis']","['alat', 'bulutangkis']"
12,679,"['alhamdulillah', 'barrokallah', 'semangat', 'atlet', 'bulutangkis', 'indonesia']",alhamdulillah barrokallah semangat atlet bulutangkis indonesia,"['syukur', 'barrokallah', 'semangat', 'atlet', 'bulutangkis', 'indonesia']","['syukur', 'barrokallah', 'semangat', 'atlet', 'bulutangkis', 'indonesia']","['syukur', 'barrokallah', 'semangat', 'atlet', 'bulutangkis', 'indonesia']"
13,304,"['ambyar', 'kak', 'greys', 'peluk', 'apri', 'latih', 'terimakasih', 'juang', 'prestasi', 'dunia', 'bulutangkis', 'happy', 'retirement', 'greysia', 'polii']",ambyar kak greys peluk apri latih terimakasih juang prestasi dunia bulutangkis happy retirement greysia polii,"['hancur', 'kak', 'greys', 'peluk', 'apri', 'latih', 'terimakasih', 'juang', 'prestasi', 'dunia', 'bulutangkis', 'happy', 'retirement', 'greysia', 'polii']","['hancur', 'kak', 'greys', 'peluk', 'apri', 'latih', 'terimakasih', 'juang', 'prestasi', 'dunia', 'bulutangkis', 'happy', 'retirement', 'greysia', 'polii']","['hancur', 'kak', 'greys', 'peluk', 'apri', 'latih', 'terimakasih', 'juang', 'prestasi', 'dunia', 'bulutangkis', 'happy', 'retirement', 'greysia', 'polii']"
14,2302,"['anjir', 'bulutangkis', 'lebaran', 'hayati']",anjir bulutangkis lebaran hayati,"['anjir', 'bulutangkis', 'lebaran', 'hayati']","['anjir', 'bulutangkis', 'lebaran', 'hayati']","['anjir', 'bulutangkis', 'lebaran', 'hayati']"
15,2460,"['anthony', 'ginting', 'hasil', 'lolos', 'babak', 'main', 'rubber', 'game', 'selamat', 'ony', 'inafo', 'inabminton', 'bulutangkis', 'badmintonindonesia', 'dim']",anthony ginting hasil lolos babak main rubber game selamat ony inafo inabminton bulutangkis badmintonindonesia dim,"['anthony', 'ginting', 'hasil', 'lolos', 'babak', 'main', 'rubber', 'game', 'selamat', 'ony', 'inafo', 'inabminton', 'bulutangkis', 'badmintonindonesia', 'dim']","['anthony', 'ginting', 'hasil', 'lolos', 'babak', 'main', 'rubber', 'game', 'selamat', 'ony', 'inafo', 'inabminton', 'bulutangkis', 'badmintonindonesia', 'dim']","['anthony', 'ginting', 'hasil', 'lolos', 'babak', 'main', 'rubber', 'game', 'selamat', 'ony', 'inafo', 'inabminton', 'bulutangkis', 'badmintonindonesia', 'dim']"
16,2422,"['anthony', 'ginting', 'kunci', 'hasil', 'bungkam', 'kunlavut', 'vitidsarn', 'lengkapcepatberitanya', 'olahraga', 'sport', 'bulutangkis', 'netting', 'badminton']",anthony ginting kunci hasil bungkam kunlavut vitidsarn lengkapcepatberitanya olahraga sport bulutangkis netting badminton,"['anthony', 'ginting', 'kunci', 'hasil', 'bungkam', 'kunlavut', 'vitidsarn', 'lengkapcepatberitanya', 'olahraga', 'sport', 'bulutangkis', 'netting', 'badminton']","['anthony', 'ginting', 'kunci', 'hasil', 'bungkam', 'kunlavut', 'vitidsarn', 'lengkapcepatberitanya', 'olahraga', 'sport', 'bulutangkis', 'netting', 'badminton']","['anthony', 'ginting', 'kunci', 'hasil', 'bungkam', 'kunlavut', 'vitidsarn', 'lengkapcepatberitanya', 'olahraga', 'sport', 'bulutangkis', 'netting', 'badminton']"
17,978,"['anthony', 'ginting', 'kunci', 'sukses', 'laju', 'semifinal', 'indonesia', 'masters', 'lengkapcepatberitanya', 'olahraga', 'sport', 'bulutangkis', 'netting', 'badminton']",anthony ginting kunci sukses laju semifinal indonesia masters lengkapcepatberitanya olahraga sport bulutangkis netting badminton,"['anthony', 'ginting', 'kunci', 'sukses', 'laju', 'semifinal', 'indonesia', 'masters', 'lengkapcepatberitanya', 'olahraga', 'sport', 'bulutangkis', 'netting', 'badminton']","['anthony', 'ginting', 'kunci', 'sukses', 'laju', 'semifinal', 'indonesia', 'masters', 'lengkapcepatberitanya', 'olahraga', 'sport', 'bulutangkis', 'netting', 'badminton']","['anthony', 'ginting', 'kunci', 'sukses', 'laju', 'semifinal', 'indonesia', 'masters', 'lengkapcepatberitanya', 'olahraga', 'sport', 'bulutangkis', 'netting', 'badminton']"
18,2394,"['anthony', 'ginting', 'selamat', 'kejut', 'indonesia', 'masters']",anthony ginting selamat kejut indonesia masters,"['anthony', 'ginting', 'selamat', 'kejut', 'indonesia', 'masters']","['anthony', 'ginting', 'selamat', 'kejut', 'indonesia', 'masters']","['anthony', 'ginting', 'selamat', 'kejut', 'indonesia', 'masters']"
19,2024,"['anthony', 'sinisuka', 'ginting', 'harap', 'tunggal', 'putra', 'tuan', 'rumah', 'sisa', 'indonesia', 'masters']",anthony sinisuka ginting harap tunggal putra tuan rumah sisa indonesia masters,"['anthony', 'sinisuka', 'ginting', 'harap', 'tunggal', 'putra', 'tuan', 'rumah', 'sisa', 'indonesia', 'masters']","['anthony', 'sinisuka', 'ginting', 'harap', 'tunggal', 'putra', 'tuan', 'rumah', 'sisa', 'indonesia', 'masters']","['anthony', 'sinisuka', 'ginting', 'harap', 'tunggal', 'putra', 'tuan', 'rumah', 'sisa', 'indonesia', 'masters']"
20,793,"['antony', 'ginting', 'gagal', 'final', 'indonesia', 'master']",antony ginting gagal final indonesia master,"['antony', 'ginting', 'gagal', 'final', 'indonesia', 'master']","['antony', 'ginting', 'gagal', 'final', 'indonesia', 'master']","['antony', 'ginting', 'gagal', 'final', 'indonesia', 'master']"
21,354,"['apresiasi', 'nya', 'ginting', 'udah', 'gak', 'top', 'forma', 'liat', 'umur', 'nya', 'main', 'bulutangkis', 'cepat', 'ubah', 'masuk', 'dunia']",apresiasi nya ginting udah gak top forma liat umur nya main bulutangkis cepat ubah masuk dunia,"['apresiasi', 'nya', 'ginting', 'sudah', 'tidak', 'top', 'forma', 'lihat', 'umur', 'nya', 'main', 'bulutangkis', 'cepat', 'ubah', 'masuk', 'dunia']","['apresiasi', 'ginting', 'sudah', 'tidak', 'top', 'forma', 'lihat', 'umur', 'main', 'bulutangkis', 'cepat', 'ubah', 'masuk', 'dunia']","['apresiasi', 'ginting', 'sudah', 'tidak', 'top', 'forma', 'lihat', 'umur', 'main', 'bulutangkis', 'cepat', 'ubah', 'masuk', 'dunia']"
22,2317,"['apri', 'fadia', 'menang', 'berkat', 'tangan', 'dingin', 'iwan', 'bule', 'iwan', 'bule', 'kenal', 'bulutangkis', 'indonesia', 'dunia']",apri fadia menang berkat tangan dingin iwan bule iwan bule kenal bulutangkis indonesia dunia,"['apri', 'fadia', 'menang', 'berkat', 'tangan', 'dingin', 'iwan', 'bule', 'iwan', 'bule', 'kenal', 'bulutangkis', 'indonesia', 'dunia']","['apri', 'fadia', 'menang', 'berkat', 'tangan', 'dingin', 'iwan', 'bule', 'iwan', 'bule', 'kenal', 'bulutangkis', 'indonesia', 'dunia']","['apri', 'fadia', 'menang', 'berkat', 'tangan', 'dingin', 'iwan', 'bule', 'iwan', 'bule', 'kenal', 'bulutangkis', 'indonesia', 'dunia']"
23,2326,"['apri', 'fadia', 'menang', 'berkat', 'tangan', 'dingin', 'iwan', 'bule', 'iwan', 'bule', 'kenal', 'bulutangkis', 'indonesia', 'dunia', 'ciiiaaattt']",apri fadia menang berkat tangan dingin iwan bule iwan bule kenal bulutangkis indonesia dunia ciiiaaattt,"['apri', 'fadia', 'menang', 'berkat', 'tangan', 'dingin', 'iwan', 'bule', 'iwan', 'bule', 'kenal', 'bulutangkis', 'indonesia', 'dunia', 'ciiiaaattt']","['apri', 'fadia', 'menang', 'berkat', 'tangan', 'dingin', 'iwan', 'bule', 'iwan', 'bule', 'kenal', 'bulutangkis', 'indonesia', 'dunia', 'ciiiaaattt']","['apri', 'fadia', 'menang', 'berkat', 'tangan', 'dingin', 'iwan', 'bule', 'iwan', 'bule', 'kenal', 'bulutangkis', 'indonesia', 'dunia', 'ciiiaaattt']"
24,875,"['apri', 'melanju', 'final', 'lanjut', 'temu', 'raket', 'bulutangkis', 'paket', 'komplit', 'raket', 'badminton', 'tas', 'kock', 'grip']",apri melanju final lanjut temu raket bulutangkis paket komplit raket badminton tas kock grip,"['apri', 'melanju', 'final', 'lanjut', 'temu', 'raket', 'bulutangkis', 'paket', 'komplit', 'raket', 'badminton', 'tas', 'kock', 'grip']","['apri', 'melanju', 'final', 'lanjut', 'temu', 'raket', 'bulutangkis', 'paket', 'komplit', 'raket', 'badminton', 'tas', 'kock', 'grip']","['apri', 'melanju', 'final', 'lanjut', 'temu', 'raket', 'bulutangkis', 'paket', 'komplit', 'raket', 'badminton', 'tas', 'kock', 'grip']"
25,960,"['apriyani', 'fadia', 'kan', 'resep', 'sukses', 'tembus', 'semifinal', 'indonesia', 'masters', 'lengkapcepatberitanya', 'olahraga', 'sport', 'bulutangkis', 'netting', 'badminton']",apriyani fadia kan resep sukses tembus semifinal indonesia masters lengkapcepatberitanya olahraga sport bulutangkis netting badminton,"['apriyani', 'fadia', 'kan', 'resep', 'sukses', 'tembus', 'semifinal', 'indonesia', 'masters', 'lengkapcepatberitanya', 'olahraga', 'sport', 'bulutangkis', 'netting', 'badminton']","['apriyani', 'fadia', 'resep', 'sukses', 'tembus', 'semifinal', 'indonesia', 'masters', 'lengkapcepatberitanya', 'olahraga', 'sport', 'bulutangkis', 'netting', 'badminton']","['apriyani', 'fadia', 'resep', 'sukses', 'tembus', 'semifinal', 'indonesia', 'masters', 'lengkapcepatberitanya', 'olahraga', 'sport', 'bulutangkis', 'netting', 'badminton']"
26,405,"['apriyani', 'fadia', 'tantang', 'ganda', 'china']",apriyani fadia tantang ganda china,"['apriyani', 'fadia', 'tantang', 'ganda', 'china']","['apriyani', 'fadia', 'tantang', 'ganda', 'china']","['apriyani', 'fadia', 'tantang', 'ganda', 'china']"
27,830,"['apriyani', 'rahyu', 'siti', 'fadia', 'tembus', 'final', 'ganda', 'putri', 'indonesia', 'masters', 'lengkap', 'klik', 'taut', 'infoolahraga', 'indonesiamasters', 'bulutangkis', 'gandaputriindonesia']",apriyani rahyu siti fadia tembus final ganda putri indonesia masters lengkap klik taut infoolahraga indonesiamasters bulutangkis gandaputriindonesia,"['apriyani', 'rahyu', 'siti', 'fadia', 'tembus', 'final', 'ganda', 'putri', 'indonesia', 'masters', 'lengkap', 'klik', 'taut', 'infoolahraga', 'indonesiamasters', 'bulutangkis', 'gandaputriindonesia']","['apriyani', 'rahyu', 'siti', 'fadia', 'tembus', 'final', 'ganda', 'putri', 'indonesia', 'masters', 'lengkap', 'klik', 'taut', 'infoolahraga', 'indonesiamasters', 'bulutangkis', 'gandaputriindonesia']","['apriyani', 'rahyu', 'siti', 'fadia', 'tembus', 'final', 'ganda', 'putri', 'indonesia', 'masters', 'lengkap', 'klik', 'taut', 'infoolahraga', 'indonesiamasters', 'bulutangkis', 'gandaputriindonesia']"
28,2346,"['arlya', 'agnia', 'gagal', 'babak', 'dihadang', 'xuan', 'xia', 'babak', 'semangat', 'inafo', 'inabminton', 'bulutangkis', 'badmintonindonesia', 'dim']",arlya agnia gagal babak dihadang xuan xia babak semangat inafo inabminton bulutangkis badmintonindonesia dim,"['arlya', 'agnia', 'gagal', 'babak', 'dihadang', 'xuan', 'xia', 'babak', 'semangat', 'inafo', 'inabminton', 'bulutangkis', 'badmintonindonesia', 'dim']","['arlya', 'agnia', 'gagal', 'babak', 'dihadang', 'xuan', 'xia', 'babak', 'semangat', 'inafo', 'inabminton', 'bulutangkis', 'badmintonindonesia', 'dim']","['arlya', 'agnia', 'gagal', 'babak', 'dihadang', 'xuan', 'xia', 'babak', 'semangat', 'inafo', 'inabminton', 'bulutangkis', 'badmintonindonesia', 'dim']"
29,675,"['asa', 'lg', 'fotoshoot', 'main', 'bulutangkis', 'wkwk']",asa lg fotoshoot main bulutangkis wkwk,"['asa', 'lg', 'fotoshoot', 'main', 'bulutangkis', 'wkwk']","['asa', 'lg', 'fotoshoot', 'main', 'bulutangkis', 'wkwk']","['asa', 'lg', 'fotoshoot', 'main', 'bulutangkis', 'wkwk']"
30,915,"['asa', 'tuan', 'putri', 'nonton', 'bulutangkis', 'pekan', 'ditemenin', 'dibeliin', 'makan']",asa tuan putri nonton bulutangkis pekan ditemenin dibeliin makan,"['asa', 'tuan', 'putri', 'nonton', 'bulutangkis', 'pekan', 'ditemenin', 'dibeliin', 'makan']","['asa', 'tuan', 'putri', 'nonton', 'bulutangkis', 'pekan', 'ditemenin', 'dibeliin', 'makan']","['asa', 'tuan', 'putri', 'nonton', 'bulutangkis', 'pekan', 'ditemenin', 'dibeliin', 'makan']"
31,1999,"['asi', 'games', 'jakarta', 'palembang', 'udh', 'niat', 'tdinya', 'ken', 'ah', 'jd', 'volunteer', 'mumpung', 'msh', 'libur', 'kuliah', 'ngarep', 'kali', 'aja', 'terima', 'trus', 'tmpatin', 'venue', 'bulutangkis', 'tp', 'jreeeng', 'asi', 'games', 'kuliah', 'sedih', 'bat', 'jujurly']",asi games jakarta palembang udh niat tdinya ken ah jd volunteer mumpung msh libur kuliah ngarep kali aja terima trus tmpatin venue bulutangkis tp jreeeng asi games kuliah sedih bat jujurly,"['asi', 'games', 'jakarta', 'palembang', 'sudah', 'niat', 'tdinya', 'ken', 'ah', 'jadi ', 'volunteer', 'mumpung', 'masih', 'libur', 'kuliah', 'ngarep', 'kali', 'saja', 'terima', 'terus', 'tmpatin', 'venue', 'bulutangkis', 'tapi', 'jreeeng', 'asi', 'games', 'kuliah', 'sedih', 'bat', 'jujurly']","['asi', 'games', 'jakarta', 'palembang', 'sudah', 'niat', 'tdinya', 'ken', 'ah', 'jadi ', 'volunteer', 'mumpung', 'masih', 'libur', 'kuliah', 'ngarep', 'kali', 'saja', 'terima', 'terus', 'tmpatin', 'venue', 'bulutangkis', 'tapi', 'jreeeng', 'asi', 'games', 'kuliah', 'sedih', 'bat', 'jujurly']","['asi', 'games', 'jakarta', 'palembang', 'sudah', 'niat', 'tdinya', 'ken', 'ah', 'jadi', 'volunteer', 'mumpung', 'masih', 'libur', 'kuliah', 'ngarep', 'kali', 'saja', 'terima', 'terus', 'tmpatin', 'venue', 'bulutangkis', 'tapi', 'jreeeng', 'asi', 'games', 'kuliah', 'sedih', 'bat', 'jujurly']"
32,995,"['astagfirullah', 'ngapa', 'sih', 'suka', 'banget', 'teriak', 'abisin', 'abisin', 'court', 'tuh', 'main', 'bulutangkis']",astagfirullah ngapa sih suka banget teriak abisin abisin court tuh main bulutangkis,"['astagfirullah', 'ngapa', 'sih', 'suka', 'banget', 'teriak', 'abisin', 'abisin', 'court', 'itu', 'main', 'bulutangkis']","['astagfirullah', 'ngapa', 'sih', 'suka', 'banget', 'teriak', 'abisin', 'abisin', 'court', 'main', 'bulutangkis']","['astagfirullah', 'ngapa', 'sih', 'suka', 'banget', 'teriak', 'abisin', 'abisin', 'court', 'main', 'bulutangkis']"
33,1326,"['astagfirullah', 'ngapa', 'sih', 'suka', 'banget', 'teriak', 'abisin', 'abisin', 'court', 'tuh', 'main', 'bulutangkis', 'makan']",astagfirullah ngapa sih suka banget teriak abisin abisin court tuh main bulutangkis makan,"['astagfirullah', 'ngapa', 'sih', 'suka', 'banget', 'teriak', 'abisin', 'abisin', 'court', 'itu', 'main', 'bulutangkis', 'makan']","['astagfirullah', 'ngapa', 'sih', 'suka', 'banget', 'teriak', 'abisin', 'abisin', 'court', 'main', 'bulutangkis', 'makan']","['astagfirullah', 'ngapa', 'sih', 'suka', 'banget', 'teriak', 'abisin', 'abisin', 'court', 'main', 'bulutangkis', 'makan']"
34,1194,"['atlet', 'bulutangkis', 'duga', 'racun', 'makan', 'hotel']",atlet bulutangkis duga racun makan hotel,"['atlet', 'bulutangkis', 'duga', 'racun', 'makan', 'hotel']","['atlet', 'bulutangkis', 'duga', 'racun', 'makan', 'hotel']","['atlet', 'bulutangkis', 'duga', 'racun', 'makan', 'hotel']"
35,904,"['atlet', 'bulutangkis', 'kalah', 'prestasi', 'orangtuanya']",atlet bulutangkis kalah prestasi orangtuanya,"['atlet', 'bulutangkis', 'kalah', 'prestasi', 'orangtuanya']","['atlet', 'bulutangkis', 'kalah', 'prestasi', 'orangtuanya']","['atlet', 'bulutangkis', 'kalah', 'prestasi', 'orangtuanya']"
36,1155,"['atlet', 'ganda', 'campur', 'malaysia', 'racun', 'makan', 'tanding', 'indonesia', 'master']",atlet ganda campur malaysia racun makan tanding indonesia master,"['atlet', 'ganda', 'campur', 'malaysia', 'racun', 'makan', 'tanding', 'indonesia', 'master']","['atlet', 'ganda', 'campur', 'malaysia', 'racun', 'makan', 'tanding', 'indonesia', 'master']","['atlet', 'ganda', 'campur', 'malaysia', 'racun', 'makan', 'tanding', 'indonesia', 'master']"
37,2384,"['atlet', 'kebangaan', 'indonesia', 'greysia', 'polii', 'resmi', 'pensiun', 'dunia', 'bulutangkis', 'internasional', 'terima', 'kasih', 'medali', 'e']",atlet kebangaan indonesia greysia polii resmi pensiun dunia bulutangkis internasional terima kasih medali e,"['atlet', 'kebangaan', 'indonesia', 'greysia', 'polii', 'resmi', 'pensiun', 'dunia', 'bulutangkis', 'internasional', 'terima', 'kasih', 'medali', 'e']","['atlet', 'kebangaan', 'indonesia', 'greysia', 'polii', 'resmi', 'pensiun', 'dunia', 'bulutangkis', 'internasional', 'terima', 'kasih', 'medali', 'e']","['atlet', 'kebangaan', 'indonesia', 'greysia', 'polii', 'resmi', 'pensiun', 'dunia', 'bulutangkis', 'internasional', 'terima', 'kasih', 'medali', 'e']"
38,2278,"['awak', 'ra', 'penak', 'trus', 'nontok', 'bulutangkis']",awak ra penak trus nontok bulutangkis,"['saya', 'ra', 'penak', 'terus', 'nontok', 'bulutangkis']","['ra', 'penak', 'terus', 'nontok', 'bulutangkis']","['ra', 'penak', 'terus', 'nontok', 'bulutangkis']"
39,828,"['axel', 'join', 'juara', 'bulutangkis', 'planet', 'wakil', 'earth']",axel join juara bulutangkis planet wakil earth,"['axel', 'join', 'juara', 'bulutangkis', 'planet', 'wakil', 'earth']","['axel', 'join', 'juara', 'bulutangkis', 'planet', 'wakil', 'earth']","['axel', 'join', 'juara', 'bulutangkis', 'planet', 'wakil', 'earth']"
40,2297,"['ayo', 'jadwalin', 'main', 'bulutangkis']",ayo jadwalin main bulutangkis,"['ayo', 'jadwalin', 'main', 'bulutangkis']","['ayo', 'jadwalin', 'main', 'bulutangkis']","['ayo', 'jadwalin', 'main', 'bulutangkis']"
41,1383,"['ayo', 'sponsor', 'utama', 'nya', 'hendraahsan', 'tournament', 'bulutangkis', 'from', 'this', 'to', 'this']",ayo sponsor utama nya hendraahsan tournament bulutangkis from this to this,"['ayo', 'sponsor', 'utama', 'nya', 'hendraahsan', 'tournament', 'bulutangkis', 'from', 'this', 'to', 'this']","['ayo', 'sponsor', 'utama', 'hendraahsan', 'tournament', 'bulutangkis', 'from', 'this', 'to', 'this']","['ayo', 'sponsor', 'utama', 'hendraahsan', 'tournament', 'bulutangkis', 'from', 'this', 'to', 'this']"
42,2367,"['babak', 'pasang', 'peringkat', 'dunia', 'hadap', 'wakil', 'indonesia', 'leo', 'rolly', 'carnando', 'daniel', 'marthin', 'peringkat', 'indonesiamaster', 'indonesiaopen', 'siaranlangsungindonesiamaster', 'badminton', 'bulutangkis']",babak pasang peringkat dunia hadap wakil indonesia leo rolly carnando daniel marthin peringkat indonesiamaster indonesiaopen siaranlangsungindonesiamaster badminton bulutangkis,"['babak', 'pasang', 'peringkat', 'dunia', 'hadap', 'wakil', 'indonesia', 'leo', 'rolly', 'carnando', 'daniel', 'marthin', 'peringkat', 'indonesiamaster', 'indonesiaopen', 'siaranlangsungindonesiamaster', 'badminton', 'bulutangkis']","['babak', 'pasang', 'peringkat', 'dunia', 'hadap', 'wakil', 'indonesia', 'leo', 'rolly', 'carnando', 'daniel', 'marthin', 'peringkat', 'indonesiamaster', 'indonesiaopen', 'siaranlangsungindonesiamaster', 'badminton', 'bulutangkis']","['babak', 'pasang', 'peringkat', 'dunia', 'hadap', 'wakil', 'indonesia', 'leo', 'rolly', 'carnando', 'daniel', 'marthin', 'peringkat', 'indonesiamaster', 'indonesiaopen', 'siaranlangsungindonesiamaster', 'badminton', 'bulutangkis']"
43,2397,"['baca', 'buku', 'main', 'volly', 'main', 'bulutangkis', 'main', 'gitar']",baca buku main volly main bulutangkis main gitar,"['baca', 'buku', 'main', 'volly', 'main', 'bulutangkis', 'main', 'gitar']","['baca', 'buku', 'main', 'volly', 'main', 'bulutangkis', 'main', 'gitar']","['baca', 'buku', 'main', 'volly', 'main', 'bulutangkis', 'main', 'gitar']"
