,Unnamed: 0,Tweet,casefold,Tweet_perbaikan,Tweet_filtered,Tweet_stem
658,1168,"['selera', 'sih', 'kalo', 'ku', 'seruu', 'bulutangkis', 'gt']",selera sih kalo ku seruu bulutangkis gt,"['selera', 'sih', 'kalau', 'ku', 'seruu', 'bulutangkis', 'begitu']","['selera', 'sih', 'ku', 'seruu', 'bulutangkis', 'begitu']","['selera', 'sih', 'ku', 'seruu', 'bulutangkis', 'begitu']"
659,2,"['selesai', 'atlet', 'hati', 'bulutangkis', 'indonesia', 'menang', 'menang']",selesai atlet hati bulutangkis indonesia menang menang,"['selesai', 'atlet', 'hati', 'bulutangkis', 'indonesia', 'menang', 'menang']","['selesai', 'atlet', 'hati', 'bulutangkis', 'indonesia', 'menang', 'menang']","['selesai', 'atlet', 'hati', 'bulutangkis', 'indonesia', 'menang', 'menang']"
660,171,"['selesai', 'atlet', 'hati', 'bulutangkis', 'indonesia', 'menang', 'menang', 'menang', 'bangsa', 'indonesia', 'terimakasihgreysiapolii', 'dedikasi', 'bulutangkis', 'indonesia']",selesai atlet hati bulutangkis indonesia menang menang menang bangsa indonesia terimakasihgreysiapolii dedikasi bulutangkis indonesia,"['selesai', 'atlet', 'hati', 'bulutangkis', 'indonesia', 'menang', 'menang', 'menang', 'bangsa', 'indonesia', 'terimakasihgreysiapolii', 'dedikasi', 'bulutangkis', 'indonesia']","['selesai', 'atlet', 'hati', 'bulutangkis', 'indonesia', 'menang', 'menang', 'menang', 'bangsa', 'indonesia', 'terimakasihgreysiapolii', 'dedikasi', 'bulutangkis', 'indonesia']","['selesai', 'atlet', 'hati', 'bulutangkis', 'indonesia', 'menang', 'menang', 'menang', 'bangsa', 'indonesia', 'terimakasihgreysiapolii', 'dedikasi', 'bulutangkis', 'indonesia']"
661,409,"['selesai', 'main', 'bulutangkis', 'charity', 'lawan', 'bulu', 'tangkis', 'negara', 'lawan', 'greysiapolii', 'lapang', 'seru', 'final', 'badmintonindonesia', 'daihatsuindonesiamasters']",selesai main bulutangkis charity lawan bulu tangkis negara lawan greysiapolii lapang seru final badmintonindonesia daihatsuindonesiamasters,"['selesai', 'main', 'bulutangkis', 'charity', 'lawan', 'bulu', 'tangkis', 'negara', 'lawan', 'greysiapolii', 'lapang', 'seru', 'final', 'badmintonindonesia', 'daihatsuindonesiamasters']","['selesai', 'main', 'bulutangkis', 'charity', 'lawan', 'bulu', 'tangkis', 'negara', 'lawan', 'greysiapolii', 'lapang', 'seru', 'final', 'badmintonindonesia', 'daihatsuindonesiamasters']","['selesai', 'main', 'bulutangkis', 'charity', 'lawan', 'bulu', 'tangkis', 'negara', 'lawan', 'greysiapolii', 'lapang', 'seru', 'final', 'badmintonindonesia', 'daihatsuindonesiamasters']"
662,1325,"['semangat', 'tim', 'bulutangkis', 'indonesia', 'jaya']",semangat tim bulutangkis indonesia jaya,"['semangat', 'tim', 'bulutangkis', 'indonesia', 'jaya']","['semangat', 'tim', 'bulutangkis', 'indonesia', 'jaya']","['semangat', 'tim', 'bulutangkis', 'indonesia', 'jaya']"
663,2357,"['senang', 'suasana', 'istora', 'senayan', 'gemuruh', 'suara', 'dukung', 'tonton', 'cinta', 'bulutangkis', 'istora', 'istorasenayan', 'indonesiamasters', 'indonesiamasters', 'indonesia']",senang suasana istora senayan gemuruh suara dukung tonton cinta bulutangkis istora istorasenayan indonesiamasters indonesiamasters indonesia,"['senang', 'suasana', 'istora', 'senayan', 'gemuruh', 'suara', 'dukung', 'tonton', 'cinta', 'bulutangkis', 'istora', 'istorasenayan', 'indonesiamasters', 'indonesiamasters', 'indonesia']","['senang', 'suasana', 'istora', 'senayan', 'gemuruh', 'suara', 'dukung', 'tonton', 'cinta', 'bulutangkis', 'istora', 'istorasenayan', 'indonesiamasters', 'indonesiamasters', 'indonesia']","['senang', 'suasana', 'istora', 'senayan', 'gemuruh', 'suara', 'dukung', 'tonton', 'cinta', 'bulutangkis', 'istora', 'istorasenayan', 'indonesiamasters', 'indonesiamasters', 'indonesia']"
664,2487,"['sengit', 'ratu', 'bulutangkis', 'kaya', 'laju', 'indonesia', 'masters']",sengit ratu bulutangkis kaya laju indonesia masters,"['sengit', 'ratu', 'bulutangkis', 'kaya', 'laju', 'indonesia', 'masters']","['sengit', 'ratu', 'bulutangkis', 'kaya', 'laju', 'indonesia', 'masters']","['sengit', 'ratu', 'bulutangkis', 'kaya', 'laju', 'indonesia', 'masters']"
665,394,"['sepak', 'bulutangkis', 'indonesia']",sepak bulutangkis indonesia,"['sepak', 'bulutangkis', 'indonesia']","['sepak', 'bulutangkis', 'indonesia']","['sepak', 'bulutangkis', 'indonesia']"
666,2474,"['sepatu', 'sneakers', 'kasual', 'pria', 'shopee']",sepatu sneakers kasual pria shopee,"['sepatu', 'sneakers', 'kasual', 'pria', 'shopee']","['sepatu', 'sneakers', 'kasual', 'pria', 'shopee']","['sepatu', 'sneakers', 'kasual', 'pria', 'shopee']"
667,2351,"['serang', 'tajam', 'bikin', 'chico', 'lempar', 'indonesia', 'masters']",serang tajam bikin chico lempar indonesia masters,"['serang', 'tajam', 'membuat', 'chico', 'lempar', 'indonesia', 'masters']","['serang', 'tajam', 'membuat', 'chico', 'lempar', 'indonesia', 'masters']","['serang', 'tajam', 'buat', 'chico', 'lempar', 'indonesia', 'masters']"
668,2420,"['seru', 'gak', 'ngistora', 'ngistora', 'nonton', 'main', 'bulutangkis', 'dunia', 'langsung', 'beda', 'emang', 'kalo', 'nonton', 'langsung', 'semangat', 'ruaamenyaa', 'wkwkw']",seru gak ngistora ngistora nonton main bulutangkis dunia langsung beda emang kalo nonton langsung semangat ruaamenyaa wkwkw,"['seru', 'tidak', 'ngistora', 'ngistora', 'nonton', 'main', 'bulutangkis', 'dunia', 'langsung', 'beda', 'memang', 'kalau', 'nonton', 'langsung', 'semangat', 'ruaamenyaa', 'wkwkw']","['seru', 'tidak', 'ngistora', 'ngistora', 'nonton', 'main', 'bulutangkis', 'dunia', 'langsung', 'beda', 'memang', 'nonton', 'langsung', 'semangat', 'ruaamenyaa']","['seru', 'tidak', 'ngistora', 'ngistora', 'nonton', 'main', 'bulutangkis', 'dunia', 'langsung', 'beda', 'memang', 'nonton', 'langsung', 'semangat', 'ruaamenyaa']"
669,2427,"['seru', 'nih', 'juang', 'wakil', 'indonesia', 'sepakbola', 'bulutangkis', 'kalo', 'main', 'bareng', 'nonton', 'ngobrol', 'santai', 'bareng', 'paman', 'dika', 'talkslow', 'talk', 'slow']",seru nih juang wakil indonesia sepakbola bulutangkis kalo main bareng nonton ngobrol santai bareng paman dika talkslow talk slow,"['seru', 'ini', 'juang', 'wakil', 'indonesia', 'sepakbola', 'bulutangkis', 'kalau', 'main', 'bareng', 'nonton', 'ngobrol', 'santai', 'bareng', 'paman', 'dika', 'talkslow', 'talk', 'slow']","['seru', 'juang', 'wakil', 'indonesia', 'sepakbola', 'bulutangkis', 'main', 'bareng', 'nonton', 'ngobrol', 'santai', 'bareng', 'paman', 'dika', 'talkslow', 'talk', 'slow']","['seru', 'juang', 'wakil', 'indonesia', 'sepakbola', 'bulutangkis', 'main', 'bareng', 'nonton', 'ngobrol', 'santai', 'bareng', 'paman', 'dika', 'talkslow', 'talk', 'slow']"
670,2058,"['seru', 'ya', 'cerita', 'saudara', 'setanahair', 'yg', 'kerap', 'kuyokuyo', 'yg', 'jasa', 'tanah', 'nagari', 'alm', 'pk', 'ojong', 'atlet', 'bulutangkis', 'usaha', 'yg', 'kontribusi', 'nyata', 'olahraga', 'sma', 'sit', 'teman', 'kelas', 'ogut']",seru ya cerita saudara setanahair yg kerap kuyokuyo yg jasa tanah nagari alm pk ojong atlet bulutangkis usaha yg kontribusi nyata olahraga sma sit teman kelas ogut,"['seru', 'ya', 'cerita', 'saudara', 'setanahair', 'yang', 'kerap', 'kuyokuyo', 'yang', 'jasa', 'tanah', 'nagari', 'alm', 'pk', 'ojong', 'atlet', 'bulutangkis', 'usaha', 'yang', 'kontribusi', 'nyata', 'olahraga', 'sama', 'sit', 'teman', 'kelas', 'ogut']","['seru', 'ya', 'cerita', 'saudara', 'setanahair', 'kerap', 'kuyokuyo', 'jasa', 'tanah', 'nagari', 'alm', 'pk', 'ojong', 'atlet', 'bulutangkis', 'usaha', 'kontribusi', 'nyata', 'olahraga', 'sama', 'sit', 'teman', 'kelas', 'ogut']","['seru', 'ya', 'cerita', 'saudara', 'setanahair', 'kerap', 'kuyokuyo', 'jasa', 'tanah', 'nagari', 'alm', 'pk', 'ojong', 'atlet', 'bulutangkis', 'usaha', 'kontribusi', 'nyata', 'olahraga', 'sama', 'sit', 'teman', 'kelas', 'ogut']"
671,956,"['seru', 'ya', 'krang', 'hobi', 'bulutangkis', 'kalo', 'nonton', 'langsung', 'yg', 'tanding', 'indo', 'they', 'still', 'cheer', 'them', 'inti', 'ga', 'ntn', 'negara', 'ntn', 'main']",seru ya krang hobi bulutangkis kalo nonton langsung yg tanding indo they still cheer them inti ga ntn negara ntn main,"['seru', 'ya', 'krang', 'hobi', 'bulutangkis', 'kalau', 'nonton', 'langsung', 'yang', 'tanding', 'indo', 'they', 'still', 'cheer', 'them', 'inti', 'tidak', 'nonton', 'negara', 'nonton', 'main']","['seru', 'ya', 'krang', 'hobi', 'bulutangkis', 'nonton', 'langsung', 'tanding', 'indo', 'they', 'still', 'cheer', 'them', 'inti', 'tidak', 'nonton', 'negara', 'nonton', 'main']","['seru', 'ya', 'krang', 'hobi', 'bulutangkis', 'nonton', 'langsung', 'tanding', 'indo', 'they', 'still', 'cheer', 'them', 'inti', 'tidak', 'nonton', 'negara', 'nonton', 'main']"
672,988,"['sesumbar', 'viktor', 'axelsen', 'kalah', 'anthony', 'ginting', 'semifinal', 'indonesia', 'masters', 'lengkapcepatberitanya', 'olahraga', 'sport', 'bulutangkis', 'netting', 'badminton']",sesumbar viktor axelsen kalah anthony ginting semifinal indonesia masters lengkapcepatberitanya olahraga sport bulutangkis netting badminton,"['sesumbar', 'viktor', 'axelsen', 'kalah', 'anthony', 'ginting', 'semifinal', 'indonesia', 'masters', 'lengkapcepatberitanya', 'olahraga', 'sport', 'bulutangkis', 'netting', 'badminton']","['sesumbar', 'viktor', 'axelsen', 'kalah', 'anthony', 'ginting', 'semifinal', 'indonesia', 'masters', 'lengkapcepatberitanya', 'olahraga', 'sport', 'bulutangkis', 'netting', 'badminton']","['sesumbar', 'viktor', 'axelsen', 'kalah', 'anthony', 'ginting', 'semifinal', 'indonesia', 'masters', 'lengkapcepatberitanya', 'olahraga', 'sport', 'bulutangkis', 'netting', 'badminton']"
673,1231,"['setujuu', 'spt', 'djarum', 'gak', 'jual', 'raket', 'shuttlecock', 'sponsor', 'bulutangkis', 'pdhl', 'mah', 'kalo', 'rokok', 'paru', 'rusak', 'engap', 'ya', 'pas', 'olahraga', 'sponsorship', 'mah', 'suka', 'yg', 'uang', 'manfaat', 'gak', 'bisnis', 'ya', 'yg', 'tau', 'putus', 'hihihi']",setujuu spt djarum gak jual raket shuttlecock sponsor bulutangkis pdhl mah kalo rokok paru rusak engap ya pas olahraga sponsorship mah suka yg uang manfaat gak bisnis ya yg tau putus hihihi,"['setujuu', 'seperti', 'djarum', 'tidak', 'jual', 'raket', 'shuttlecock', 'sponsor', 'bulutangkis', 'padahal', 'mah', 'kalau', 'rokok', 'paru', 'rusak', 'engap', 'ya', 'cocok', 'olahraga', 'sponsorship', 'mah', 'suka', 'yang', 'uang', 'manfaat', 'tidak', 'bisnis', 'ya', 'yang', 'tau', 'putus', 'hihihi']","['setujuu', 'seperti', 'djarum', 'tidak', 'jual', 'raket', 'shuttlecock', 'sponsor', 'bulutangkis', 'padahal', 'mah', 'rokok', 'paru', 'rusak', 'engap', 'ya', 'cocok', 'olahraga', 'sponsorship', 'mah', 'suka', 'uang', 'manfaat', 'tidak', 'bisnis', 'ya', 'tau', 'putus', 'hihihi']","['setujuu', 'seperti', 'djarum', 'tidak', 'jual', 'raket', 'shuttlecock', 'sponsor', 'bulutangkis', 'padahal', 'mah', 'rokok', 'paru', 'rusak', 'engap', 'ya', 'cocok', 'olahraga', 'sponsorship', 'mah', 'suka', 'uang', 'manfaat', 'tidak', 'bisnis', 'ya', 'tau', 'putus', 'hihihi']"
674,2308,"['si', 'bulutangkis']",si bulutangkis,"['sih', 'bulutangkis']","['sih', 'bulutangkis']","['sih', 'bulutangkis']"
675,391,"['sial', 'ngakak', 'sepak', 'bulutangkis']",sial ngakak sepak bulutangkis,"['sial', 'ngakak', 'sepak', 'bulutangkis']","['sial', 'ngakak', 'sepak', 'bulutangkis']","['sial', 'ngakak', 'sepak', 'bulutangkis']"
676,1591,"['simpul', 'son', 'jd', 'top', 'skor', 'gol', 'nya', 'hoki', 'main', 'bulutangkis', 'jd', 'top', 'skor', 'aja', 'sdh', 'aib', 'epl', 'm']",simpul son jd top skor gol nya hoki main bulutangkis jd top skor aja sdh aib epl m,"['simpul', 'son', 'jadi ', 'top', 'skor', 'gol', 'nya', 'hoki', 'main', 'bulutangkis', 'jadi ', 'top', 'skor', 'saja', 'sudah', 'aib', 'epl', 'm']","['simpul', 'son', 'jadi ', 'top', 'skor', 'gol', 'hoki', 'main', 'bulutangkis', 'jadi ', 'top', 'skor', 'saja', 'sudah', 'aib', 'epl', 'm']","['simpul', 'son', 'jadi', 'top', 'skor', 'gol', 'hoki', 'main', 'bulutangkis', 'jadi', 'top', 'skor', 'saja', 'sudah', 'aib', 'epl', 'm']"
677,2022,"['simpul', 'son', 'jd', 'top', 'skor', 'gol', 'nya', 'hoki', 'main', 'bulutangkis', 'jd', 'top', 'skor', 'aja', 'sdh', 'aib', 'epl', 'masukkn', 'nominasi', 'lg', 'taruh', 'mana', 'marwah', 'epl']",simpul son jd top skor gol nya hoki main bulutangkis jd top skor aja sdh aib epl masukkn nominasi lg taruh mana marwah epl,"['simpul', 'son', 'jadi ', 'top', 'skor', 'gol', 'nya', 'hoki', 'main', 'bulutangkis', 'jadi ', 'top', 'skor', 'saja', 'sudah', 'aib', 'epl', 'masukkn', 'nominasi', 'lg', 'taruh', 'mana', 'marwah', 'epl']","['simpul', 'son', 'jadi ', 'top', 'skor', 'gol', 'hoki', 'main', 'bulutangkis', 'jadi ', 'top', 'skor', 'saja', 'sudah', 'aib', 'epl', 'masukkn', 'nominasi', 'lg', 'taruh', 'mana', 'marwah', 'epl']","['simpul', 'son', 'jadi', 'top', 'skor', 'gol', 'hoki', 'main', 'bulutangkis', 'jadi', 'top', 'skor', 'saja', 'sudah', 'aib', 'epl', 'masukkn', 'nominasi', 'lg', 'taruh', 'mana', 'marwah', 'epl']"
678,2383,"['singkir', 'babak', 'indonesia', 'masters', 'kunlavut', 'vitidsarn', 'anthony', 'ginting', 'main', 'bagus', 'lengkapcepatberitanya', 'olahraga', 'sport', 'bulutangkis', 'netting', 'badminton']",singkir babak indonesia masters kunlavut vitidsarn anthony ginting main bagus lengkapcepatberitanya olahraga sport bulutangkis netting badminton,"['singkir', 'babak', 'indonesia', 'masters', 'kunlavut', 'vitidsarn', 'anthony', 'ginting', 'main', 'bagus', 'lengkapcepatberitanya', 'olahraga', 'sport', 'bulutangkis', 'netting', 'badminton']","['singkir', 'babak', 'indonesia', 'masters', 'kunlavut', 'vitidsarn', 'anthony', 'ginting', 'main', 'bagus', 'lengkapcepatberitanya', 'olahraga', 'sport', 'bulutangkis', 'netting', 'badminton']","['singkir', 'babak', 'indonesia', 'masters', 'kunlavut', 'vitidsarn', 'anthony', 'ginting', 'main', 'bagus', 'lengkapcepatberitanya', 'olahraga', 'sport', 'bulutangkis', 'netting', 'badminton']"
679,0,"['sisa', 'malam', 'seru', 'master', 'bulutangkis', 'indonesia', 'dah', 'main', 'abis', 'abis', 'suara', 'aja', 'ampe', 'abis', 'haha']",sisa malam seru master bulutangkis indonesia dah main abis abis suara aja ampe abis haha,"['sisa', 'malam', 'seru', 'master', 'bulutangkis', 'indonesia', 'sudah', 'main', 'setelah', 'setelah', 'suara', 'saja', 'ampe', 'setelah', 'haha']","['sisa', 'malam', 'seru', 'master', 'bulutangkis', 'indonesia', 'sudah', 'main', 'setelah', 'setelah', 'suara', 'saja', 'ampe', 'setelah', 'haha']","['sisa', 'malam', 'seru', 'master', 'bulutangkis', 'indonesia', 'sudah', 'main', 'telah', 'telah', 'suara', 'saja', 'ampe', 'telah', 'haha']"
680,2150,"['so', 'far', 'males', 'nontonin', 'bola', 'ya', 'gatau', 'kalo', 'ntar', 'ken', 'nribun', 'comeback', 'feel', 'nya', 'sering', 'nontonin', 'voli', 'bulutangkis', 'sih', 'nontonin', 'latih', 'tanding', 'tarkam', 'sampek', 'timnas', 'gregetan', 'ndiri', 'liat']",so far males nontonin bola ya gatau kalo ntar ken nribun comeback feel nya sering nontonin voli bulutangkis sih nontonin latih tanding tarkam sampek timnas gregetan ndiri liat,"['so', 'far', 'malas ', 'nontonin', 'bola', 'ya', 'gatau', 'kalau', 'nanti', 'ken', 'nribun', 'comeback', 'feel', 'nya', 'sering', 'nontonin', 'voli', 'bulutangkis', 'sih', 'nontonin', 'latih', 'tanding', 'tarkam', 'sampek', 'timnas', 'gregetan', 'ndiri', 'lihat']","['so', 'far', 'malas ', 'nontonin', 'bola', 'ya', 'gatau', 'nanti', 'ken', 'nribun', 'comeback', 'feel', 'sering', 'nontonin', 'voli', 'bulutangkis', 'sih', 'nontonin', 'latih', 'tanding', 'tarkam', 'sampek', 'timnas', 'gregetan', 'ndiri', 'lihat']","['so', 'far', 'malas', 'nontonin', 'bola', 'ya', 'gatau', 'nanti', 'ken', 'nribun', 'comeback', 'feel', 'sering', 'nontonin', 'voli', 'bulutangkis', 'sih', 'nontonin', 'latih', 'tanding', 'tarkam', 'sampek', 'timnas', 'gregetan', 'ndiri', 'lihat']"
681,1294,"['son', 'main', 'bulutangkis']",son main bulutangkis,"['son', 'main', 'bulutangkis']","['son', 'main', 'bulutangkis']","['son', 'main', 'bulutangkis']"
682,1149,"['son', 'main', 'bulutangkis', 'si', 'botak']",son main bulutangkis si botak,"['son', 'main', 'bulutangkis', 'sih', 'botak']","['son', 'main', 'bulutangkis', 'sih', 'botak']","['son', 'main', 'bulutangkis', 'sih', 'botak']"
683,2096,"['sore', 'sempat', 'saksi', 'langsung', 'juang', 'atlet', 'bulutangkis', 'tim', 'merah', 'putih', 'gelar', 'indonesia', 'masters', 'istora', 'senayan', 'jakarta', 'juara', 'gelar', 'selasa', 'kemarin', 'juni', 'ikut', 'atlet', 'negara']",sore sempat saksi langsung juang atlet bulutangkis tim merah putih gelar indonesia masters istora senayan jakarta juara gelar selasa kemarin juni ikut atlet negara,"['sore', 'sempat', 'saksi', 'langsung', 'juang', 'atlet', 'bulutangkis', 'tim', 'merah', 'putih', 'gelar', 'indonesia', 'masters', 'istora', 'senayan', 'jakarta', 'juara', 'gelar', 'selasa', 'kemarin', 'juni', 'ikut', 'atlet', 'negara']","['sore', 'sempat', 'saksi', 'langsung', 'juang', 'atlet', 'bulutangkis', 'tim', 'merah', 'putih', 'gelar', 'indonesia', 'masters', 'istora', 'senayan', 'jakarta', 'juara', 'gelar', 'selasa', 'kemarin', 'juni', 'ikut', 'atlet', 'negara']","['sore', 'sempat', 'saksi', 'langsung', 'juang', 'atlet', 'bulutangkis', 'tim', 'merah', 'putih', 'gelar', 'indonesia', 'masters', 'istora', 'senayan', 'jakarta', 'juara', 'gelar', 'selasa', 'kemarin', 'juni', 'ikut', 'atlet', 'negara']"
684,807,"['streaming', 'bulutangkis', 'tv', 'mana', 'lg', 'plis', 'tvnya', 'sabotase', 'nonton', 'bola']",streaming bulutangkis tv mana lg plis tvnya sabotase nonton bola,"['streaming', 'bulutangkis', 'tv', 'mana', 'lg', 'mohon', 'tvnya', 'sabotase', 'nonton', 'bola']","['streaming', 'bulutangkis', 'tv', 'mana', 'lg', 'mohon', 'tvnya', 'sabotase', 'nonton', 'bola']","['streaming', 'bulutangkis', 'tv', 'mana', 'lg', 'mohon', 'tvnya', 'sabotase', 'nonton', 'bola']"
685,2434,"['streaming', 'gratis', 'badminton', 'indonesia', 'master', 'sektor', 'ganda', 'campur', 'adnan', 'mychelle', 'vs', 'seo', 'chae', 'tonton', 'video', 'pilih', 'klik']",streaming gratis badminton indonesia master sektor ganda campur adnan mychelle vs seo chae tonton video pilih klik,"['streaming', 'gratis', 'badminton', 'indonesia', 'master', 'sektor', 'ganda', 'campur', 'adnan', 'mychelle', 'vs', 'seo', 'chae', 'tonton', 'video', 'pilih', 'klik']","['streaming', 'gratis', 'badminton', 'indonesia', 'master', 'sektor', 'ganda', 'campur', 'adnan', 'mychelle', 'vs', 'seo', 'chae', 'tonton', 'video', 'pilih', 'klik']","['streaming', 'gratis', 'badminton', 'indonesia', 'master', 'sektor', 'ganda', 'campur', 'adnan', 'mychelle', 'vs', 'seo', 'chae', 'tonton', 'video', 'pilih', 'klik']"
686,634,"['suab', 'mansur', 'buka', 'juara', 'bulutangkis', 'kapolres', 'cup', 'hut', 'bhayangkara']",suab mansur buka juara bulutangkis kapolres cup hut bhayangkara,"['suab', 'mansur', 'buka', 'juara', 'bulutangkis', 'kapolres', 'cup', 'hut', 'bhayangkara']","['suab', 'mansur', 'buka', 'juara', 'bulutangkis', 'kapolres', 'cup', 'hut', 'bhayangkara']","['suab', 'mansur', 'buka', 'juara', 'bulutangkis', 'kapolres', 'cup', 'hut', 'bhayangkara']"
687,932,"['suasana', 'indonesia', 'masters', 'pagi', 'pagi', 'sdh', 'sampai', 'tuk', 'kasih', 'semangat', 'master', 'master', 'bulutangkis', 'indonesia']",suasana indonesia masters pagi pagi sdh sampai tuk kasih semangat master master bulutangkis indonesia,"['suasana', 'indonesia', 'masters', 'pagi', 'pagi', 'sudah', 'sampai', 'tuk', 'kasih', 'semangat', 'master', 'master', 'bulutangkis', 'indonesia']","['suasana', 'indonesia', 'masters', 'pagi', 'pagi', 'sudah', 'sampai', 'tuk', 'kasih', 'semangat', 'master', 'master', 'bulutangkis', 'indonesia']","['suasana', 'indonesia', 'masters', 'pagi', 'pagi', 'sudah', 'sampai', 'tuk', 'kasih', 'semangat', 'master', 'master', 'bulutangkis', 'indonesia']"
688,2310,"['sudah', 'antem', 'kawan', 'ayo', 'nonton', 'bulutangkis']",sudah antem kawan ayo nonton bulutangkis,"['sudah', 'antem', 'kawan', 'ayo', 'nonton', 'bulutangkis']","['sudah', 'antem', 'kawan', 'ayo', 'nonton', 'bulutangkis']","['sudah', 'antem', 'kawan', 'ayo', 'nonton', 'bulutangkis']"
689,2283,"['suka', 'bulutangkis', 'ga', 'hyun']",suka bulutangkis ga hyun,"['suka', 'bulutangkis', 'tidak', 'hyun']","['suka', 'bulutangkis', 'tidak', 'hyun']","['suka', 'bulutangkis', 'tidak', 'hyun']"
690,378,"['suka', 'bulutangkis', 'karna', 'tarik', 'kak', 'greysia', 'polii', 'gaya', 'yg', 'komedi', 'supel', 'gin', 'bner', 'mncuri', 'perhati', 'yg', 'sedih', 'jago', 'era', 'ubercup', 'th', 'sdah', 'pensiun', 'terimakasihgreysiapolii']",suka bulutangkis karna tarik kak greysia polii gaya yg komedi supel gin bner mncuri perhati yg sedih jago era ubercup th sdah pensiun terimakasihgreysiapolii,"['suka', 'bulutangkis', 'karena', 'tarik', 'kak', 'greysia', 'polii', 'gaya', 'yang', 'komedi', 'supel', 'begini', 'bner', 'mncuri', 'perhati', 'yang', 'sedih', 'ahli', 'era', 'ubercup', 'th', 'sdah', 'pensiun', 'terimakasihgreysiapolii']","['suka', 'bulutangkis', 'tarik', 'kak', 'greysia', 'polii', 'gaya', 'komedi', 'supel', 'begini', 'bner', 'mncuri', 'perhati', 'sedih', 'ahli', 'era', 'ubercup', 'th', 'sdah', 'pensiun', 'terimakasihgreysiapolii']","['suka', 'bulutangkis', 'tarik', 'kak', 'greysia', 'polii', 'gaya', 'komedi', 'supel', 'begini', 'bner', 'mncuri', 'perhati', 'sedih', 'ahli', 'era', 'ubercup', 'th', 'sdah', 'pensiun', 'terimakasihgreysiapolii']"
691,244,"['suka', 'bulutangkis', 'nonton', 'tuc', 'diadadin', 'jakarta', 'sd', 'kak', 'dipasangin', 'meiliana', 'jauhari', 'inget', 'banget', 'suka', 'bulutangkis', 'sempet', 'cita', 'ken', 'atlet', 'wkwkwkw']",suka bulutangkis nonton tuc diadadin jakarta sd kak dipasangin meiliana jauhari inget banget suka bulutangkis sempet cita ken atlet wkwkwkw,"['suka', 'bulutangkis', 'nonton', 'tuc', 'diadadin', 'jakarta', 'sd', 'kak', 'dipasangin', 'meiliana', 'jauhari', 'inget', 'banget', 'suka', 'bulutangkis', 'sempet', 'cita', 'ken', 'atlet', 'wkwkwkw']","['suka', 'bulutangkis', 'nonton', 'tuc', 'diadadin', 'jakarta', 'sd', 'kak', 'dipasangin', 'meiliana', 'jauhari', 'inget', 'banget', 'suka', 'bulutangkis', 'sempet', 'cita', 'ken', 'atlet']","['suka', 'bulutangkis', 'nonton', 'tuc', 'diadadin', 'jakarta', 'sd', 'kak', 'dipasangin', 'meiliana', 'jauhari', 'inget', 'banget', 'suka', 'bulutangkis', 'sempet', 'cita', 'ken', 'atlet']"
692,108,"['sukses', 'kak', 'greys', 'jauh', 'bulutangkis', 'ya', 'kak', 'menpora', 'bilang', 'darah', 'greysia', 'polii', 'alir', 'deras', 'bulutangkis', 'bahagia', 'kak', 'greys', 'terimakasihgreysiapolii']",sukses kak greys jauh bulutangkis ya kak menpora bilang darah greysia polii alir deras bulutangkis bahagia kak greys terimakasihgreysiapolii,"['sukses', 'kak', 'greys', 'jauh', 'bulutangkis', 'ya', 'kak', 'menpora', 'bilang', 'darah', 'greysia', 'polii', 'alir', 'deras', 'bulutangkis', 'bahagia', 'kak', 'greys', 'terimakasihgreysiapolii']","['sukses', 'kak', 'greys', 'jauh', 'bulutangkis', 'ya', 'kak', 'menpora', 'bilang', 'darah', 'greysia', 'polii', 'alir', 'deras', 'bulutangkis', 'bahagia', 'kak', 'greys', 'terimakasihgreysiapolii']","['sukses', 'kak', 'greys', 'jauh', 'bulutangkis', 'ya', 'kak', 'menpora', 'bilang', 'darah', 'greysia', 'polii', 'alir', 'deras', 'bulutangkis', 'bahagia', 'kak', 'greys', 'terimakasihgreysiapolii']"
693,1995,"['sulit', 'main', 'bulutangkis', 'saing', 'dgn', 'pesepakbola']",sulit main bulutangkis saing dgn pesepakbola,"['sulit', 'main', 'bulutangkis', 'saing', 'dengan', 'pesepakbola']","['sulit', 'main', 'bulutangkis', 'saing', 'pesepakbola']","['sulit', 'main', 'bulutangkis', 'saing', 'pesepakbola']"
694,2266,"['sumpah', 'tanding', 'bulutangkis', 'bikin', 'stress', 'ya', 'sampe', 'gak', 'tega', 'liat']",sumpah tanding bulutangkis bikin stress ya sampe gak tega liat,"['sumpah', 'tanding', 'bulutangkis', 'membuat', 'stress', 'ya', 'sampai', 'tidak', 'tega', 'lihat']","['sumpah', 'tanding', 'bulutangkis', 'membuat', 'stress', 'ya', 'sampai', 'tidak', 'tega', 'lihat']","['sumpah', 'tanding', 'bulutangkis', 'buat', 'stress', 'ya', 'sampai', 'tidak', 'tega', 'lihat']"
695,983,"['susul', 'minions', 'fajar', 'rian', 'laju', 'babak', 'semifinal', 'indonesia', 'masters']",susul minions fajar rian laju babak semifinal indonesia masters,"['susul', 'minions', 'fajar', 'rian', 'laju', 'babak', 'semifinal', 'indonesia', 'masters']","['susul', 'minions', 'fajar', 'rian', 'laju', 'babak', 'semifinal', 'indonesia', 'masters']","['susul', 'minions', 'fajar', 'rian', 'laju', 'babak', 'semifinal', 'indonesia', 'masters']"
